id,distfed,distlocal,municipio,seccion,casilla,ubicacion,casilla_tipo
1,DF1,DL03,ALTAR,34,B1,"AVENIDA FELIX GOMEZ, NUMERO 47, COLONIA LAS LOMAS, CODIGO POSTAL 83750, ALTAR, SONORA.",URBANA
2,DF1,DL03,ALTAR,34,C1,"AVENIDA FELIX GOMEZ, NUMERO 47, COLONIA LAS LOMAS, CODIGO POSTAL 83750, ALTAR, SONORA.",URBANA
3,DF1,DL03,ALTAR,35,B1,"AVENIDA FRANCISCO I. MADERO, ENTRE CALLE JOSE MARIA MORELOS Y CALLE FELIX GOMEZ, NUMERO 7, COLONIA BARRIO DE ABAJO, CODIGO POSTAL 83750, ALTAR, SONORA.",URBANA
4,DF1,DL03,ALTAR,35,C1,"AVENIDA FRANCISCO I. MADERO, ENTRE CALLE JOSE MARIA MORELOS Y CALLE FELIX GOMEZ, NUMERO 7, COLONIA BARRIO DE ABAJO, CODIGO POSTAL 83750, ALTAR, SONORA.",URBANA
5,DF1,DL03,ALTAR,35,C2,"AVENIDA FRANCISCO I. MADERO, ENTRE CALLE JOSE MARIA MORELOS Y CALLE FELIX GOMEZ, NUMERO 7, COLONIA BARRIO DE ABAJO, CODIGO POSTAL 83750, ALTAR, SONORA.",URBANA
6,DF1,DL03,ALTAR,35,C3,"AVENIDA FRANCISCO I. MADERO, ENTRE CALLE JOSE MARIA MORELOS Y CALLE FELIX GOMEZ, NUMERO 7, COLONIA BARRIO DE ABAJO, CODIGO POSTAL 83750, ALTAR, SONORA.",URBANA
7,DF1,DL03,ALTAR,35,S1,"CALLE JOSE MARIA MORELOS ENTRE AVENIDA OCAMPO Y AVENIDA FRANCISCO I. MADERO, COLONIA CENTRO, CODIGO POSTAL 83750, ALTAR, SONORA.",URBANA
8,DF1,DL03,ALTAR,37,B1,"DOMICILIO CONOCIDO, EJIDO LLANO BLANCO, CODIGO POSTAL 83750, ALTAR, SONORA.",RURAL
9,DF1,DL03,ATIL,46,B1,"AVENIDA FRANCISCO I. MADERO, NUMERO 23, COLONIA CENTRO, CODIGO POSTAL 83420, ATIL, SONORA.",RURAL
10,DF1,DL03,ATIL,46,C1,"AVENIDA FRANCISCO I. MADERO, NUMERO 23, COLONIA CENTRO, CODIGO POSTAL 83420, ATIL, SONORA.",RURAL
11,DF1,DL03,OQUITOA,232,B1,"BOULEVARD FRANCISCO EUSEBIO KINO Y CALLE CANAL, COLONIA CENTRO, CODIGO POSTAL 83840, OQUITOA, SONORA.",RURAL
12,DF1,DL03,SARIC,265,B1,"AVENIDA INDEPENDENCIA ENTRE CALLE MIGUEL HIDALGO Y CALLE VICENTE GUERRERO, NUMERO 72, COLONIA CENTRO, CODIGO POSTAL 83860, SARIC, SONORA. ",RURAL
13,DF1,DL03,SARIC,265,C1,"AVENIDA INDEPENDENCIA ENTRE CALLE MIGUEL HIDALGO Y CALLE VICENTE GUERRERO, NUMERO 72, COLONIA CENTRO, CODIGO POSTAL 83860, SARIC, SONORA. ",RURAL
14,DF1,DL03,SARIC,266,B1,"CALLE HIDALGO Y AVENIDA NINOS HEROES, EJIDO EL SASABE,CODIGO POSTAL 83860, SARIC, SONORA.",RURAL
15,DF1,DL03,SARIC,266,C1,"CALLE HIDALGO Y AVENIDA NINOS HEROES, EJIDO EL SASABE,CODIGO POSTAL 83860, SARIC, SONORA.",RURAL
16,DF1,DL03,TRINCHERAS,278,B1,"CALLE 20 DE NOVIEMBRE ENTRE BOULEVARD RAMON CORONA Y CALLE 5 DE MAYO, COLONIA CENTRO, CODIGO POSTAL 83930, TRINCHERAS, SONORA.",RURAL
17,DF1,DL03,TRINCHERAS,278,C1,"CALLE 20 DE NOVIEMBRE ENTRE BOULEVARD RAMON CORONA Y CALLE 5 DE MAYO, COLONIA CENTRO, CODIGO POSTAL 83930, TRINCHERAS, SONORA.",RURAL
18,DF1,DL03,TRINCHERAS,279,B1,"DOMICILIO CONOCIDO, EJIDO EL OCUCA, CODIGO POSTAL 83930, TRINCHERAS, SONORA. ",RURAL
19,DF1,DL03,TUBUTAMA,281,B1,"AVENIDA SAN JUAN Y CALLE SAN BLAS, NUMERO 5, COLONIA CENTRO, CODIGO POSTAL 83800, TUBUTAMA, SONORA. ",RURAL
20,DF1,DL03,TUBUTAMA,283,B1,"DOMICILIO CONOCIDO, EJIDO SAN JOSE, CODIGO POSTAL 83810, TUBUTAMA, SONORA. ",RURAL
21,DF1,DL03,TUBUTAMA,284,B1,"DOMICILIO CONOCIDO, EJIDO LA REFORMA, CODIGO POSTAL 83810, TUBUTAMA, SONORA. ",RURAL
22,DF1,DL03,TUBUTAMA,285,B1,"CALLE JOSE JUAN ORTIZ ENTRE AVENIDA RAMON NORIEGA RAMIREZ Y HUMBERTO NUNEZ CALIXTRO, COLONIA LA SANGRE, CODIGO POSTAL 83800, TUBUTAMA, SONORA.",RURAL
23,DF1,DL03,TUBUTAMA,285,C1,"CALLE JOSE JUAN ORTIZ ENTRE AVENIDA RAMON NORIEGA RAMIREZ Y HUMBERTO NUNEZ CALIXTRO, COLONIA LA SANGRE, CODIGO POSTAL 83800, TUBUTAMA, SONORA.",RURAL
24,DF1,DL03,CABORCA,292,B1,"BOULEVARD AEROPUERTO Y CALLE CAMPECHE ESQUINA, COLONIA AVIACION, CODIGO POSTAL 83610, CABORCA, SONORA. ",URBANA
25,DF1,DL03,CABORCA,292,C1,"BOULEVARD AEROPUERTO Y CALLE CAMPECHE ESQUINA, COLONIA AVIACION, CODIGO POSTAL 83610, CABORCA, SONORA. ",URBANA
26,DF1,DL03,CABORCA,292,C2,"BOULEVARD AEROPUERTO Y CALLE CAMPECHE ESQUINA, COLONIA AVIACION, CODIGO POSTAL 83610, CABORCA, SONORA. ",URBANA
27,DF1,DL03,CABORCA,293,B1,"CALLE 14 ENTRE AVENIDA MANDARINA Y AVENIDA NOGAL, COLONIA LA HUERTA 2, CODIGO POSTAL 83610, CABORCA, SONORA. ",URBANA
28,DF1,DL03,CABORCA,293,C1,"CALLE 14 ENTRE AVENIDA MANDARINA Y AVENIDA NOGAL, COLONIA LA HUERTA 2, CODIGO POSTAL 83610, CABORCA, SONORA. ",URBANA
29,DF1,DL03,CABORCA,293,C2,"CALLE 14 ENTRE AVENIDA MANDARINA Y AVENIDA NOGAL, COLONIA LA HUERTA 2, CODIGO POSTAL 83610, CABORCA, SONORA. ",URBANA
30,DF1,DL03,CABORCA,294,B1,"AVENIDA HEROICO COLEGIO MILITAR ENTRE CALLE TUBUTAMA Y CALLE 15 BIS, COLONIA DEPORTIVA, CODIGO POSTAL 83620, CABORCA, SONORA. ",URBANA
31,DF1,DL03,CABORCA,294,C1,"AVENIDA HEROICO COLEGIO MILITAR ENTRE CALLE TUBUTAMA Y CALLE 15 BIS, COLONIA DEPORTIVA, CODIGO POSTAL 83620, CABORCA, SONORA. ",URBANA
32,DF1,DL03,CABORCA,294,C2,"AVENIDA HEROICO COLEGIO MILITAR ENTRE CALLE TUBUTAMA Y CALLE 15 BIS, COLONIA DEPORTIVA, CODIGO POSTAL 83620, CABORCA, SONORA. ",URBANA
33,DF1,DL03,CABORCA,295,B1,"CALLE 35 ENTRE AVENIDA CLAUDIO FIGUEROA Y AVENIDA LORENZO RODRIGUEZ, COLONIA AMPLIACION SANTA CECILIA, CODIGO POSTAL 83624, CABORCA, SONORA. ",URBANA
34,DF1,DL03,CABORCA,295,C1,"CALLE 35 ENTRE AVENIDA CLAUDIO FIGUEROA Y AVENIDA LORENZO RODRIGUEZ, COLONIA AMPLIACION SANTA CECILIA, CODIGO POSTAL 83624, CABORCA, SONORA. ",URBANA
35,DF1,DL03,CABORCA,295,C2,"CALLE 35 ENTRE AVENIDA CLAUDIO FIGUEROA Y AVENIDA LORENZO RODRIGUEZ, COLONIA AMPLIACION SANTA CECILIA, CODIGO POSTAL 83624, CABORCA, SONORA. ",URBANA
36,DF1,DL03,CABORCA,295,C3,"CALLE 35 ENTRE AVENIDA CLAUDIO FIGUEROA Y AVENIDA LORENZO RODRIGUEZ, COLONIA AMPLIACION SANTA CECILIA, CODIGO POSTAL 83624, CABORCA, SONORA. ",URBANA
37,DF1,DL03,CABORCA,295,C4,"CALLE 35 ENTRE AVENIDA CLAUDIO FIGUEROA Y AVENIDA LORENZO RODRIGUEZ, COLONIA AMPLIACION SANTA CECILIA, CODIGO POSTAL 83624, CABORCA, SONORA. ",URBANA
38,DF1,DL03,CABORCA,295,C5,"CALLE 35 ENTRE AVENIDA CLAUDIO FIGUEROA Y AVENIDA LORENZO RODRIGUEZ, COLONIA AMPLIACION SANTA CECILIA, CODIGO POSTAL 83624, CABORCA, SONORA. ",URBANA
39,DF1,DL03,CABORCA,295,C6,"CALLE 35 ENTRE AVENIDA CLAUDIO FIGUEROA Y AVENIDA LORENZO RODRIGUEZ, COLONIA AMPLIACION SANTA CECILIA, CODIGO POSTAL 83624, CABORCA, SONORA. ",URBANA
40,DF1,DL03,CABORCA,295,S1,"AVENIDA GUSTAVO SOTELO Y CARRETERA INTERNACIONAL, NUMERO 12, COLONIA ELEAZAR ORTIZ, CODIGO POSTAL 83621, CABORCA, SONORA.",URBANA
41,DF1,DL03,CABORCA,296,B1,"CALLE 19 ENTRE AVENIDA 6 DE ABRIL Y AVENIDA FLORENCIA R DE MORUA, COLONIA LAZARO CARDENAS, CODIGO POSTAL 83630, CABORCA, SONORA. ",URBANA
42,DF1,DL03,CABORCA,296,C1,"CALLE 19 ENTRE AVENIDA 6 DE ABRIL Y AVENIDA FLORENCIA R DE MORUA, COLONIA LAZARO CARDENAS, CODIGO POSTAL 83630, CABORCA, SONORA. ",URBANA
43,DF1,DL03,CABORCA,296,C2,"CALLE 19 ENTRE AVENIDA 6 DE ABRIL Y AVENIDA FLORENCIA R DE MORUA, COLONIA LAZARO CARDENAS, CODIGO POSTAL 83630, CABORCA, SONORA. ",URBANA
44,DF1,DL03,CABORCA,296,C3,"CALLE 19 ENTRE AVENIDA 6 DE ABRIL Y AVENIDA FLORENCIA R DE MORUA, COLONIA LAZARO CARDENAS, CODIGO POSTAL 83630, CABORCA, SONORA. ",URBANA
45,DF1,DL03,CABORCA,296,C4,"CALLE 19 ENTRE AVENIDA 6 DE ABRIL Y AVENIDA FLORENCIA R DE MORUA, COLONIA LAZARO CARDENAS, CODIGO POSTAL 83630, CABORCA, SONORA. ",URBANA
46,DF1,DL03,CABORCA,297,B1,"CALLE 18 VA ENTRE AVENIDA FELIX GOMEZ Y AVENIDA ATIL, COLONIA SAN RAFAEL, CODIGO POSTAL 83630, CABORCA, SONORA. ",URBANA
47,DF1,DL03,CABORCA,297,C1,"CALLE 18 VA ENTRE AVENIDA FELIX GOMEZ Y AVENIDA ATIL, COLONIA SAN RAFAEL, CODIGO POSTAL 83630, CABORCA, SONORA. ",URBANA
48,DF1,DL03,CABORCA,297,C2,"CALLE 18 VA ENTRE AVENIDA FELIX GOMEZ Y AVENIDA ATIL, COLONIA SAN RAFAEL, CODIGO POSTAL 83630, CABORCA, SONORA. ",URBANA
49,DF1,DL03,CABORCA,297,C3,"CALLE 18 VA ENTRE AVENIDA FELIX GOMEZ Y AVENIDA ATIL, COLONIA SAN RAFAEL, CODIGO POSTAL 83630, CABORCA, SONORA. ",URBANA
50,DF1,DL03,CABORCA,297,C4,"CALLE 18 VA ENTRE AVENIDA FELIX GOMEZ Y AVENIDA ATIL, COLONIA SAN RAFAEL, CODIGO POSTAL 83630, CABORCA, SONORA. ",URBANA
51,DF1,DL03,CABORCA,297,C5,"CALLE 18 VA ENTRE AVENIDA FELIX GOMEZ Y AVENIDA ATIL, COLONIA SAN RAFAEL, CODIGO POSTAL 83630, CABORCA, SONORA. ",URBANA
52,DF1,DL03,CABORCA,297,C6,"CALLE 18 VA ENTRE AVENIDA FELIX GOMEZ Y AVENIDA ATIL, COLONIA SAN RAFAEL, CODIGO POSTAL 83630, CABORCA, SONORA. ",URBANA
53,DF1,DL03,CABORCA,297,C7,"CALLE 18 VA ENTRE AVENIDA FELIX GOMEZ Y AVENIDA ATIL, COLONIA SAN RAFAEL, CODIGO POSTAL 83630, CABORCA, SONORA. ",URBANA
54,DF1,DL03,CABORCA,298,B1,"CALLE DANIEL JANUSKE, ENTRE CALLE TUBUTAMA Y AVENIDA ATIL, NUMERO 251, COLONIA ESPERANZA, CODIGO POSTAL 83630, CABORCA, SONORA. ",URBANA
55,DF1,DL03,CABORCA,298,C1,"CALLE DANIEL JANUSKE, ENTRE CALLE TUBUTAMA Y AVENIDA ATIL, NUMERO 251, COLONIA ESPERANZA, CODIGO POSTAL 83630, CABORCA, SONORA. ",URBANA
56,DF1,DL03,CABORCA,298,C2,"CALLE DANIEL JANUSKE, ENTRE CALLE TUBUTAMA Y AVENIDA ATIL, NUMERO 251, COLONIA ESPERANZA, CODIGO POSTAL 83630, CABORCA, SONORA. ",URBANA
57,DF1,DL03,CABORCA,298,C3,"CALLE DANIEL JANUSKE, ENTRE CALLE TUBUTAMA Y AVENIDA ATIL, NUMERO 251, COLONIA ESPERANZA, CODIGO POSTAL 83630, CABORCA, SONORA. ",URBANA
58,DF1,DL03,CABORCA,299,B1,"CALLE 8 Y AVENIDA 13 DE JULIO, COLONIA CENTRO, CODIGO POSTAL 83600, CABORCA, SONORA.",URBANA
59,DF1,DL03,CABORCA,299,C1,"CALLE 8 Y AVENIDA 13 DE JULIO, COLONIA CENTRO, CODIGO POSTAL 83600, CABORCA, SONORA.",URBANA
60,DF1,DL03,CABORCA,300,B1,"CALLE JOSE CLEMENTE VENEGAS ENTRE AVENIDA 6 DE ABRIL Y AVENIDA DOMINGO QUIROZ Y MORA, COLONIA CENTRO, CODIGO POSTAL 83600, CABORCA, SONORA. ",URBANA
61,DF1,DL03,CABORCA,301,B1,"BOULEVARD BENITO JUAREZ ENTRE CALLE G Y CALLE H, COLONIA CENTRO, CODIGO POSTAL 83600, CABORCA, SONORA. ",URBANA
62,DF1,DL03,CABORCA,301,C1,"BOULEVARD BENITO JUAREZ ENTRE CALLE G Y CALLE H, COLONIA CENTRO, CODIGO POSTAL 83600, CABORCA, SONORA. ",URBANA
63,DF1,DL03,CABORCA,302,B1,"CALLE 9, NUMERO 194, ENTRE AVENIDA K Y AVENIDA L, COLONIA CENTRO, CODIGO POSTAL 83600, CABORCA, SONORA. ",URBANA
64,DF1,DL03,CABORCA,302,C1,"CALLE 9, NUMERO 194, ENTRE AVENIDA K Y AVENIDA L, COLONIA CENTRO, CODIGO POSTAL 83600, CABORCA, SONORA. ",URBANA
65,DF1,DL03,CABORCA,303,B1,"CALLE 7 ENTRE AVENIDA N Y AVENIDA O, COLONIA CENTRO, CODIGO POSTAL 83600, CABORCA, SONORA. ",URBANA
66,DF1,DL03,CABORCA,303,C1,"CALLE 7 ENTRE AVENIDA N Y AVENIDA O, COLONIA CENTRO, CODIGO POSTAL 83600, CABORCA, SONORA. ",URBANA
67,DF1,DL03,CABORCA,304,B1,"CALLE NUEVO LEON ENTRE AVENIDA FUERZA AEREA Y CALLE ESCUADRON 201, COLONIA AVIACION, CODIGO POSTAL 83610, CABORCA, SONORA. ",URBANA
68,DF1,DL03,CABORCA,304,C1,"CALLE NUEVO LEON ENTRE AVENIDA FUERZA AEREA Y CALLE ESCUADRON 201, COLONIA AVIACION, CODIGO POSTAL 83610, CABORCA, SONORA. ",URBANA
69,DF1,DL03,CABORCA,304,C2,"CALLE NUEVO LEON ENTRE AVENIDA FUERZA AEREA Y CALLE ESCUADRON 201, COLONIA AVIACION, CODIGO POSTAL 83610, CABORCA, SONORA. ",URBANA
70,DF1,DL03,CABORCA,304,C3,"CALLE NUEVO LEON ENTRE AVENIDA FUERZA AEREA Y CALLE ESCUADRON 201, COLONIA AVIACION, CODIGO POSTAL 83610, CABORCA, SONORA. ",URBANA
71,DF1,DL03,CABORCA,305,B1,"CALLE 10 ENTRE AVENIDA Y Y AVENIDA Z, COLONIA INDUSTRIAL, CODIGO POSTAL 83640, CABORCA, SONORA. ",URBANA
72,DF1,DL03,CABORCA,305,C1,"CALLE 10 ENTRE AVENIDA Y Y AVENIDA Z, COLONIA INDUSTRIAL, CODIGO POSTAL 83640, CABORCA, SONORA. ",URBANA
73,DF1,DL03,CABORCA,306,B1,"BOULEVARD BENITO JUAREZ ENTRE AVENIDA W Y AVENIDA X, COLONIA INDUSTRIAL, CODIGO POSTAL 83640, CABORCA, SONORA. ",URBANA
74,DF1,DL03,CABORCA,306,C1,"BOULEVARD BENITO JUAREZ ENTRE AVENIDA W Y AVENIDA X, COLONIA INDUSTRIAL, CODIGO POSTAL 83640, CABORCA, SONORA. ",URBANA
75,DF1,DL03,CABORCA,306,C2,"BOULEVARD BENITO JUAREZ ENTRE AVENIDA W Y AVENIDA X, COLONIA INDUSTRIAL, CODIGO POSTAL 83640, CABORCA, SONORA. ",URBANA
76,DF1,DL03,CABORCA,307,B1,"CALLE OBREGON Y AVENIDA X, COLONIA INDUSTRIAL, CODIGO POSTAL 83640, CABORCA, SONORA.",URBANA
77,DF1,DL03,CABORCA,308,B1,"CALLE TERCERA ENTRE AVENIDA P Y AVENIDA Q, NUMERO 234, COLONIA CENTRO, CODIGO POSTAL 83600, CABORCA, SONORA. ",URBANA
78,DF1,DL03,CABORCA,308,C1,"CALLE TERCERA ENTRE AVENIDA P Y AVENIDA Q, NUMERO 234, COLONIA CENTRO, CODIGO POSTAL 83600, CABORCA, SONORA. ",URBANA
79,DF1,DL03,CABORCA,308,C2,"CALLE TERCERA ENTRE AVENIDA P Y AVENIDA Q, NUMERO 234, COLONIA CENTRO, CODIGO POSTAL 83600, CABORCA, SONORA. ",URBANA
80,DF1,DL03,CABORCA,309,B1,"CALLE ALVARO OBREGON ENTRE AVENIDA M Y AVENIDA N, COLONIA CENTRO, CODIGO POSTAL 83600, CABORCA, SONORA.",URBANA
81,DF1,DL03,CABORCA,309,C1,"CALLE ALVARO OBREGON ENTRE AVENIDA M Y AVENIDA N, COLONIA CENTRO, CODIGO POSTAL 83600, CABORCA, SONORA.",URBANA
82,DF1,DL03,CABORCA,310,B1,"CALLE PRIMERA ENTRE AVENIDA G Y AVENIDA H, COLONIA CENTRO, CODIGO POSTAL 83600, CABORCA, SONORA. ",URBANA
83,DF1,DL03,CABORCA,310,C1,"CALLE PRIMERA ENTRE AVENIDA G Y AVENIDA H, COLONIA CENTRO, CODIGO POSTAL 83600, CABORCA, SONORA. ",URBANA
84,DF1,DL03,CABORCA,311,B1,"AVENIDA B PADRE GONZALEZ ENTRE CALLE PRIMERA SANCHEZ BURROLA Y SEGUNDA CARLOS VENEGAS PINO, COLONIA CENTRO, CODIGO POSTAL 83600, CABORCA, SONORA.",RURAL
85,DF1,DL03,CABORCA,311,C1,"AVENIDA B PADRE GONZALEZ ENTRE CALLE PRIMERA SANCHEZ BURROLA Y SEGUNDA CARLOS VENEGAS PINO, COLONIA CENTRO, CODIGO POSTAL 83600, CABORCA, SONORA.",RURAL
86,DF1,DL03,CABORCA,311,C2,"AVENIDA B PADRE GONZALEZ ENTRE CALLE PRIMERA SANCHEZ BURROLA Y SEGUNDA CARLOS VENEGAS PINO, COLONIA CENTRO, CODIGO POSTAL 83600, CABORCA, SONORA.",RURAL
87,DF1,DL03,CABORCA,312,B1,"AVENIDA 27 DE AGOSTO ENTRE PROLONGACION PRIMERA DE LOS JARDINES Y CALLE 1ERA DE MAYO, COLONIA DOCTORES, CODIGO POSTAL 83600, CABORCA, SONORA. ",URBANA
88,DF1,DL03,CABORCA,312,C1,"AVENIDA 27 DE AGOSTO ENTRE PROLONGACION PRIMERA DE LOS JARDINES Y CALLE 1ERA DE MAYO, COLONIA DOCTORES, CODIGO POSTAL 83600, CABORCA, SONORA. ",URBANA
89,DF1,DL03,CABORCA,313,B1,"AVENIDA 16 DE SEPTIEMBRE Y CALLE TERCERA, COLONIA EL ALTO, CODIGO POSTAL 83660, CABORCA, SONORA. ",URBANA
90,DF1,DL03,CABORCA,313,C1,"AVENIDA 16 DE SEPTIEMBRE Y CALLE TERCERA, COLONIA EL ALTO, CODIGO POSTAL 83660, CABORCA, SONORA. ",URBANA
91,DF1,DL03,CABORCA,314,B1,"CALLE GENERAL IGNACIO PESQUEIRA ENTRE AVENIDA PUERTO LOBOS Y CALLEJON PAPAGO, COLONIA PUEBLO VIEJO, CODIGO POSTAL 83680, CABORCA, SONORA. ",URBANA
92,DF1,DL03,CABORCA,314,C1,"CALLE GENERAL IGNACIO PESQUEIRA ENTRE AVENIDA PUERTO LOBOS Y CALLEJON PAPAGO, COLONIA PUEBLO VIEJO, CODIGO POSTAL 83680, CABORCA, SONORA. ",URBANA
93,DF1,DL03,CABORCA,314,C2,"CALLE GENERAL IGNACIO PESQUEIRA ENTRE AVENIDA PUERTO LOBOS Y CALLEJON PAPAGO, COLONIA PUEBLO VIEJO, CODIGO POSTAL 83680, CABORCA, SONORA. ",URBANA
94,DF1,DL03,CABORCA,314,C3,"CALLE GENERAL IGNACIO PESQUEIRA ENTRE AVENIDA PUERTO LOBOS Y CALLEJON PAPAGO, COLONIA PUEBLO VIEJO, CODIGO POSTAL 83680, CABORCA, SONORA. ",URBANA
95,DF1,DL03,CABORCA,315,B1,"CALLE CERRO PRIETO ENTRE AVENIDA N Y AVENIDA O, COLONIA CONTRERAS, CODIGO POSTAL 83660, CABORCA, SONORA. ",URBANA
96,DF1,DL03,CABORCA,316,B1,"AVENIDA TUBUTAMA ENTRE CALLE BISANI Y CALLE PRIMERA, COLONIA CONTRERAS, CODIGO POSTAL 83660, CABORCA, SONORA. ",URBANA
97,DF1,DL03,CABORCA,316,C1,"AVENIDA TUBUTAMA ENTRE CALLE BISANI Y CALLE PRIMERA, COLONIA CONTRERAS, CODIGO POSTAL 83660, CABORCA, SONORA. ",URBANA
98,DF1,DL03,CABORCA,316,C2,"AVENIDA TUBUTAMA ENTRE CALLE BISANI Y CALLE PRIMERA, COLONIA CONTRERAS, CODIGO POSTAL 83660, CABORCA, SONORA. ",URBANA
99,DF1,DL03,CABORCA,316,C3,"AVENIDA TUBUTAMA ENTRE CALLE BISANI Y CALLE PRIMERA, COLONIA CONTRERAS, CODIGO POSTAL 83660, CABORCA, SONORA. ",URBANA
100,DF1,DL03,CABORCA,316,C4,"AVENIDA TUBUTAMA ENTRE CALLE BISANI Y CALLE PRIMERA, COLONIA CONTRERAS, CODIGO POSTAL 83660, CABORCA, SONORA. ",URBANA
101,DF1,DL03,CABORCA,317,B1,"CALLE CUARTA SUR ENTRE AVENIDA K Y AVENIDA L, FRACCIONAMIENTO INFONAVIT-BENITO JUAREZ, CODIGO POSTAL 83660, CABORCA, SONORA. ",URBANA
102,DF1,DL03,CABORCA,317,C1,"CALLE CUARTA SUR ENTRE AVENIDA K Y AVENIDA L, FRACCIONAMIENTO INFONAVIT-BENITO JUAREZ, CODIGO POSTAL 83660, CABORCA, SONORA. ",URBANA
103,DF1,DL03,CABORCA,319,B1,"DOMICILIO CONOCIDO, CALLE PRINCIPAL CARRETERA AL DESEMBOQUE, COLONIA LA Y, EJIDO PLUTARCO ELIAS CALLES, CODIGO POSTAL 83600, CABORCA, SONORA. ",RURAL
104,DF1,DL03,CABORCA,319,C1,"DOMICILIO CONOCIDO, CALLE PRINCIPAL CARRETERA AL DESEMBOQUE, COLONIA LA Y, EJIDO PLUTARCO ELIAS CALLES, CODIGO POSTAL 83600, CABORCA, SONORA. ",RURAL
105,DF1,DL03,CABORCA,319,C2,"DOMICILIO CONOCIDO, CALLE PRINCIPAL CARRETERA AL DESEMBOQUE, COLONIA LA Y, EJIDO PLUTARCO ELIAS CALLES, CODIGO POSTAL 83600, CABORCA, SONORA. ",RURAL
106,DF1,DL03,CABORCA,319,C3,"DOMICILIO CONOCIDO, CALLE PRINCIPAL CARRETERA AL DESEMBOQUE, COLONIA LA Y, EJIDO PLUTARCO ELIAS CALLES, CODIGO POSTAL 83600, CABORCA, SONORA. ",RURAL
107,DF1,DL03,CABORCA,319,C4,"DOMICILIO CONOCIDO, CALLE PRINCIPAL CARRETERA AL DESEMBOQUE, COLONIA LA Y, EJIDO PLUTARCO ELIAS CALLES, CODIGO POSTAL 83600, CABORCA, SONORA. ",RURAL
108,DF1,DL03,CABORCA,319,E1,"DOMICILIO CONOCIDO, EJIDO SANTA EDUWIGES, CODIGO POSTAL 83600, CABORCA, SONORA.",RURAL
109,DF1,DL03,CABORCA,320,B1,"DOMICILIO CONOCIDO, EJIDO EL COYOTE 2, CODIGO POSTAL 83600, CABORCA, SONORA. ",RURAL
110,DF1,DL03,CABORCA,320,C1,"DOMICILIO CONOCIDO, EJIDO EL COYOTE 2, CODIGO POSTAL 83600, CABORCA, SONORA. ",RURAL
111,DF1,DL03,CABORCA,320,E1,"DOMICILIO CONOCIDO, EJIDO EL DIAMANTE, CODIGO POSTAL 83600, CABORCA, SONORA.",RURAL
112,DF1,DL03,CABORCA,320,E1 C1,"DOMICILIO CONOCIDO, EJIDO EL DIAMANTE, CODIGO POSTAL 83600, CABORCA, SONORA.",RURAL
113,DF1,DL03,CABORCA,321,B1,"DOMICILIO CONOCIDO, EJIDO RODOLFO CAMPODONICO, CODIGO POSTAL 83600, CABORCA, SONORA. ",RURAL
114,DF1,DL03,CABORCA,321,C1,"DOMICILIO CONOCIDO, EJIDO RODOLFO CAMPODONICO, CODIGO POSTAL 83600, CABORCA, SONORA. ",RURAL
115,DF1,DL03,CABORCA,322,B1,"DOMICILIO CONOCIDO, EJIDO SAN FELIPE, KILOMETRO 15 CARRETERA DE LA Y A PUERTO PENASCO, CODIGO POSTAL 83600, CABORCA, SONORA.",RURAL
116,DF1,DL03,CABORCA,322,E1,"DOMICILIO CONOCIDO, EJIDO SAN FELIPE, KILOMETRO 15 CARRETERA DE LA Y A PUERTO PENASCO, CODIGO POSTAL 83600, CABORCA, SONORA.",RURAL
117,DF1,DL03,CABORCA,323,B1,"DOMICILIO CONOCIDO, EJIDO ALVARO OBREGON, CODIGO POSTAL 83600, CARBORCA, SONORA. ",RURAL
118,DF1,DL03,CABORCA,323,E1,"DOMICILIO CONOCIDO, EJIDO 15 DE SEPTIEMBRE, CODIGO POSTAL 83600, CABORCA, SONORA.",RURAL
119,DF1,DL03,CABORCA,324,B1,"DOMICILIO CONOCIDO, EJIDO LA ALAMEDA, CODIGO POSTAL 83600, CABORCA, SONORA. ",RURAL
120,DF1,DL03,CABORCA,324,E1,"DOMICILIO CONOCIDO, EJIDO EL DESEMBOQUE, CODIGO POSTAL 83600, CABORCA, SONORA.",RURAL
121,DF1,DL03,CABORCA,324,E1 C1,"DOMICILIO CONOCIDO, EJIDO EL DESEMBOQUE, CODIGO POSTAL 83600, CABORCA, SONORA.",RURAL
122,DF1,DL03,CABORCA,325,B1,"DOMICILIO CONOCIDO, EJIDO LA PRIMAVERA, CODIGO POSTAL 83600, CABORCA, SONORA. ",RURAL
123,DF1,DL03,CABORCA,325,E1,"DOMICILIO CONOCIDO, EJIDO PUERTO LOBOS, CODIGO POSTAL 83600, CABORCA, SONORA.",RURAL
124,DF1,DL03,CABORCA,326,B1,"DOMICILIO CONOCIDO, EJIDO SIEMPRE VIVA, CODIGO POSTAL 83600, CABORCA, SONORA. ",RURAL
125,DF1,DL03,CABORCA,326,C1,"DOMICILIO CONOCIDO, EJIDO SIEMPRE VIVA, CODIGO POSTAL 83600, CABORCA, SONORA. ",RURAL
126,DF1,DL03,CABORCA,327,B1,"CALZADA REAL DE LOS VINEDOS ENTRE AVENIDA MOJIBLANCA Y AVENIDA ARBEQUINA, FRACCIONAMIENTO REAL DE LOS VINEDOS II, CODIGO POSTAL 83640, CABORCA, SONORA.",RURAL
