id,distfed,distlocal,municipio,seccion,casilla,ubicacion,casilla_tipo
1409,DF3,DL08,HERMOSILLO,1332,C12,CALLE ESTEPAS SIN NUMERO FRACCIONAMIENTO PUERTA DEL REY 83120 HERMOSILLO SONORA,URBANA
1410,DF3,DL08,HERMOSILLO,1332,C13,CALLE ESTEPAS SIN NUMERO FRACCIONAMIENTO PUERTA DEL REY 83120 HERMOSILLO SONORA,URBANA
1411,DF3,DL08,HERMOSILLO,1332,C14,CALLE ESTEPAS SIN NUMERO FRACCIONAMIENTO PUERTA DEL REY 83120 HERMOSILLO SONORA,URBANA
1412,DF3,DL08,HERMOSILLO,1332,C15,CALLE ESTEPAS SIN NUMERO FRACCIONAMIENTO PUERTA DEL REY 83120 HERMOSILLO SONORA,URBANA
1413,DF3,DL08,HERMOSILLO,1332,C16,CALLE ESTEPAS SIN NUMERO FRACCIONAMIENTO PUERTA DEL REY 83120 HERMOSILLO SONORA,URBANA
1414,DF3,DL08,HERMOSILLO,1332,C17,CALLE ESTEPAS SIN NUMERO FRACCIONAMIENTO PUERTA DEL REY 83120 HERMOSILLO SONORA,URBANA
1415,DF3,DL08,HERMOSILLO,1332,C18,CALLE ESTEPAS SIN NUMERO FRACCIONAMIENTO PUERTA DEL REY 83120 HERMOSILLO SONORA,URBANA
1416,DF3,DL08,HERMOSILLO,1332,C19,CALLE ESTEPAS SIN NUMERO FRACCIONAMIENTO PUERTA DEL REY 83120 HERMOSILLO SONORA,URBANA
1417,DF3,DL08,HERMOSILLO,1333,B1,PASEO DE ROMANZA SIN NUMERO FRACCIONAMIENTO ROMANZA RESIDENCIAL  83117 HERMOSILLO SONORA ,URBANA
1418,DF3,DL08,HERMOSILLO,1333,C1,PASEO DE ROMANZA SIN NUMERO FRACCIONAMIENTO ROMANZA RESIDENCIAL  83117 HERMOSILLO SONORA ,URBANA
1419,DF3,DL08,HERMOSILLO,1333,C2,PASEO DE ROMANZA SIN NUMERO FRACCIONAMIENTO ROMANZA RESIDENCIAL  83117 HERMOSILLO SONORA ,URBANA
1420,DF3,DL08,HERMOSILLO,1334,B1,CERRADA KUKAPA 32 FRACCIONAMIENTO PUEBLITOS  83117 HERMOSILLO SONORA ,URBANA
1421,DF3,DL08,HERMOSILLO,1334,C1,CERRADA KUKAPA 32 FRACCIONAMIENTO PUEBLITOS  83117 HERMOSILLO SONORA ,URBANA
1422,DF3,DL08,HERMOSILLO,1335,B1,PUEBLO ALEGRE 11 CERRADA PUEBLO ALEGRE 83120 HERMOSILLO SONORA ,URBANA
1423,DF3,DL08,HERMOSILLO,1335,C1,PUEBLO ALEGRE 11 CERRADA PUEBLO ALEGRE 83120 HERMOSILLO SONORA ,URBANA
1424,DF3,DL08,HERMOSILLO,1336,B1,PUEBLO BAJO SIN NUMERO FRACCIONAMIENTO PUEBLO ESCONDIDO 83120 HERMOSILLO SONORA ,URBANA
1425,DF3,DL08,HERMOSILLO,1336,C1,PUEBLO BAJO SIN NUMERO FRACCIONAMIENTO PUEBLO ESCONDIDO 83120 HERMOSILLO SONORA ,URBANA
1426,DF3,DL08,HERMOSILLO,1337,B1,AVENIDA DEL REFUGIO 34 FRACCIONAMIENTO PUEBLO ESCONDIDO  83117 HERMOSILLO SONORA ,URBANA
1427,DF3,DL08,HERMOSILLO,1337,C1,AVENIDA DEL REFUGIO 34 FRACCIONAMIENTO PUEBLO ESCONDIDO  83117 HERMOSILLO SONORA ,URBANA
1428,DF3,DL08,HERMOSILLO,1338,B1,CALLE VILLA DEL ALGODON SIN NUMERO FRACCIONAMIENTO VILLAS DEL REAL 83118 HERMOSILLO SONORA ,URBANA
1429,DF3,DL08,HERMOSILLO,1338,C1,CALLE VILLA DEL ALGODON SIN NUMERO FRACCIONAMIENTO VILLAS DEL REAL 83118 HERMOSILLO SONORA ,URBANA
1430,DF3,DL08,HERMOSILLO,1339,B1,CABO SAN PEDRO NORTE FINAL SIN NUMERO FRACCIONAMIENTO PRIVADAS DEL REAL 83118 HERMOSILLO SONORA ,URBANA
1431,DF3,DL08,HERMOSILLO,1339,C1,CABO SAN PEDRO NORTE FINAL SIN NUMERO FRACCIONAMIENTO PRIVADAS DEL REAL 83118 HERMOSILLO SONORA ,URBANA
1432,DF3,DL08,HERMOSILLO,1340,B1,CERRADA DEL AMARANTO 4 FRACCIONAMIENTO VILLAS DEL REAL 83118 HERMOSILLO SONORA,URBANA
1433,DF3,DL08,HERMOSILLO,1340,C1,CERRADA DEL AMARANTO 4 FRACCIONAMIENTO VILLAS DEL REAL 83118 HERMOSILLO SONORA,URBANA
1434,DF3,DL08,HERMOSILLO,1341,B1,AVENIDA VILLA DEL CASTANO SIN NUMERO FRACCIONAMIENTO VILLAS DEL REAL 83118 HERMOSILLO SONORA,URBANA
1435,DF3,DL08,HERMOSILLO,1341,C1,AVENIDA VILLA DEL CASTANO SIN NUMERO FRACCIONAMIENTO VILLAS DEL REAL 83118 HERMOSILLO SONORA,URBANA
1436,DF3,DL08,HERMOSILLO,1342,B1,VILLA DEL NOPAL 23 FRACCIONAMIENTO VILLAS DEL REAL 83118 HERMOSILLO SONORA ,URBANA
1437,DF3,DL08,HERMOSILLO,1342,C1,VILLA DEL NOPAL 23 FRACCIONAMIENTO VILLAS DEL REAL 83118 HERMOSILLO SONORA ,URBANA
1438,DF3,DL08,HERMOSILLO,1343,B1,BOULEVARD DEL BOSQUE SIN NUMERO PRIVADAS DEL BOSQUE 83117 HERMOSILLO SONORA ,URBANA
1439,DF3,DL08,HERMOSILLO,1343,C1,BOULEVARD DEL BOSQUE SIN NUMERO PRIVADAS DEL BOSQUE 83117 HERMOSILLO SONORA ,URBANA
1440,DF3,DL08,HERMOSILLO,1343,C2,BOULEVARD DEL BOSQUE SIN NUMERO PRIVADAS DEL BOSQUE 83117 HERMOSILLO SONORA ,URBANA
1441,DF3,DL08,HERMOSILLO,1344,B1,CALLE ARANDANOS SIN NUMERO RESIDENCIAL ARANDANOS 83118 HERMOSILLO SONORA ,URBANA
1442,DF3,DL08,HERMOSILLO,1344,C1,CALLE ARANDANOS SIN NUMERO RESIDENCIAL ARANDANOS 83118 HERMOSILLO SONORA ,URBANA
1443,DF3,DL08,HERMOSILLO,1345,B1,AVENIDA VILLA DEL OLIVO SIN NUMERO FRACCIONAMIENTO VILLAS DEL REAL 83118 HERMOSILLO SONORA ,URBANA
1444,DF3,DL08,HERMOSILLO,1345,C1,AVENIDA VILLA DEL OLIVO SIN NUMERO FRACCIONAMIENTO VILLAS DEL REAL 83118 HERMOSILLO SONORA ,URBANA
1445,DF3,DL08,HERMOSILLO,1346,B1,AVENIDA DE LA PRADERA 769 FRACCIONAMIENTO VILLAS DEL REAL 83118 HERMOSILLO SONORA,URBANA
1446,DF3,DL08,HERMOSILLO,1346,C1,AVENIDA DE LA PRADERA 769 FRACCIONAMIENTO VILLAS DEL REAL 83118 HERMOSILLO SONORA,URBANA
1447,DF3,DL08,HERMOSILLO,1346,C2,AVENIDA DE LA PRADERA 769 FRACCIONAMIENTO VILLAS DEL REAL 83118 HERMOSILLO SONORA,URBANA
1448,DF3,DL08,HERMOSILLO,1347,B1,AVENIDA CERRO DEL VIGIA SIN NUMERO COLONIA SOLIDARIDAD 83116 HERMOSILLO SONORA,URBANA
1449,DF3,DL08,HERMOSILLO,1347,C1,AVENIDA CERRO DEL VIGIA SIN NUMERO COLONIA SOLIDARIDAD 83116 HERMOSILLO SONORA,URBANA
1450,DF3,DL08,HERMOSILLO,1348,B1,AVENIDA OTANCAHUI SIN NUMERO COLONIA SOLIDARIDAD 83116 HERMOSILLO SONORA ,URBANA
1451,DF3,DL08,HERMOSILLO,1348,C1,AVENIDA OTANCAHUI SIN NUMERO COLONIA SOLIDARIDAD 83116 HERMOSILLO SONORA ,URBANA
1452,DF3,DL08,HERMOSILLO,1349,B1,AVENIDA OTANCAHUI 108 COLONIA SOLIDARIDAD 83116 HERMOSILLO SONORA ,URBANA
1453,DF3,DL08,HERMOSILLO,1349,C1,AVENIDA OTANCAHUI 108 COLONIA SOLIDARIDAD 83116 HERMOSILLO SONORA ,URBANA
1454,DF3,DL08,HERMOSILLO,1350,B1,SIERRA OBSCURA 140 COLONIA SOLIDARIDAD 83116 HERMOSILLO SONORA ,URBANA
1455,DF3,DL08,HERMOSILLO,1350,C1,SIERRA OBSCURA 140 COLONIA SOLIDARIDAD 83116 HERMOSILLO SONORA ,URBANA
1456,DF3,DL08,HERMOSILLO,1351,B1,AVENIDA CAMPO VERDE 243 COLONIA SOLIDARIDAD 83116 HERMOSILLO SONORA ,URBANA
1457,DF3,DL08,HERMOSILLO,1351,C1,AVENIDA CAMPO VERDE 243 COLONIA SOLIDARIDAD 83116 HERMOSILLO SONORA ,URBANA
1458,DF3,DL08,HERMOSILLO,1352,B1,AVENIDA COFRE DEL PEROTE SIN NUMERO COLONIA SOLIDARIDAD 83116 HERMOSILLO SONORA ,URBANA
1459,DF3,DL08,HERMOSILLO,1352,C1,AVENIDA COFRE DEL PEROTE SIN NUMERO COLONIA SOLIDARIDAD 83116 HERMOSILLO SONORA ,URBANA
1460,DF3,DL08,HERMOSILLO,1353,B1,CABO SAN PEDRO 22 COLONIA MANUEL GOMEZ MORIN 83116 HERMOSILLO SONORA ,URBANA
1461,DF3,DL08,HERMOSILLO,1353,C1,CABO SAN PEDRO 22 COLONIA MANUEL GOMEZ MORIN 83116 HERMOSILLO SONORA ,URBANA
1462,DF3,DL08,HERMOSILLO,1354,B1,AVENIDA SIERRA DEL SUR SIN NUMERO COLONIA MANUEL GOMEZ MORIN 83116 HERMOSILLO SONORA ,URBANA
1463,DF3,DL08,HERMOSILLO,1354,C1,AVENIDA SIERRA DEL SUR SIN NUMERO COLONIA MANUEL GOMEZ MORIN 83116 HERMOSILLO SONORA ,URBANA
1464,DF3,DL08,HERMOSILLO,1355,B1,CERRADA LAS TEJAS 62 FRACCIONAMIENTO VALLE DEL PORTAL  83116 HERMOSILLO SONORA ,URBANA
1465,DF3,DL08,HERMOSILLO,1355,C1,CERRADA LAS TEJAS 62 FRACCIONAMIENTO VALLE DEL PORTAL  83116 HERMOSILLO SONORA ,URBANA
1466,DF3,DL08,HERMOSILLO,1356,B1,PRIVADA JOAQUIN DURAN SIN NUMERO COLONIA LADRILLERAS 83120 HERMOSILLO SONORA ,URBANA
1467,DF3,DL08,HERMOSILLO,1356,C1,PRIVADA JOAQUIN DURAN SIN NUMERO COLONIA LADRILLERAS 83120 HERMOSILLO SONORA ,URBANA
1468,DF3,DL08,HERMOSILLO,1357,B1,PRIVADA PANAMA FINAL SIN NUMERO COLONIA LADRILLERAS 83120 HERMOSILLO SONORA ,URBANA
1469,DF3,DL08,HERMOSILLO,1357,C1,PRIVADA PANAMA FINAL SIN NUMERO COLONIA LADRILLERAS 83120 HERMOSILLO SONORA ,URBANA
1470,DF3,DL08,HERMOSILLO,1358,B1,REPUBLICA DE BELICE 813 COLONIA MACHI LOPEZ 83120 HERMOSILLO SONORA ,URBANA
1471,DF3,DL08,HERMOSILLO,1358,C1,REPUBLICA DE BELICE 813 COLONIA MACHI LOPEZ 83120 HERMOSILLO SONORA ,URBANA
1472,DF3,DL08,HERMOSILLO,1359,B1,AVENIDA MARIANO JIMENEZ 908 COLONIA JESUS VEGA 83178 HERMOSILLO SONORA ,URBANA
1473,DF3,DL08,HERMOSILLO,1359,C1,AVENIDA MARIANO JIMENEZ 908 COLONIA JESUS VEGA 83178 HERMOSILLO SONORA ,URBANA
1474,DF3,DL08,HERMOSILLO,1360,B1,CALLE REPUBLICA DE PANAMA SIN NUMERO FRACCIONAMIENTO CAMINO REAL 83178 HERMOSILLO SONORA ,URBANA
1475,DF3,DL08,HERMOSILLO,1360,C1,CALLE REPUBLICA DE PANAMA SIN NUMERO FRACCIONAMIENTO CAMINO REAL 83178 HERMOSILLO SONORA ,URBANA
1476,DF3,DL09,HERMOSILLO,1361,B1,CALLE REPUBLICA DE BELICE SIN NUMERO FRACCIONAMIENTO PLAZA REAL 83120 HERMOSILLO SONORA,URBANA
1477,DF3,DL09,HERMOSILLO,1361,C1,CALLE REPUBLICA DE BELICE SIN NUMERO FRACCIONAMIENTO PLAZA REAL 83120 HERMOSILLO SONORA,URBANA
1478,DF3,DL11,HERMOSILLO,1442,B1,AVENIDA TETAKAWI SIN NUMERO FRACCIONAMIENTO URBI VILLA DEL CEDRO 83106 HERMOSILLO SONORA ,RURAL
1479,DF3,DL11,HERMOSILLO,1442,C1,AVENIDA TETAKAWI SIN NUMERO FRACCIONAMIENTO URBI VILLA DEL CEDRO 83106 HERMOSILLO SONORA ,RURAL
1480,DF3,DL11,HERMOSILLO,1442,C2,AVENIDA TETAKAWI SIN NUMERO FRACCIONAMIENTO URBI VILLA DEL CEDRO 83106 HERMOSILLO SONORA ,RURAL
1481,DF3,DL11,HERMOSILLO,1443,B1,GASPAR LUKEN  SIN NUMERO FRACCIONAMIENTO PUERTA REAL 83177 HERMOSILLO SONORA ,RURAL
1482,DF3,DL11,HERMOSILLO,1443,C1,GASPAR LUKEN  SIN NUMERO FRACCIONAMIENTO PUERTA REAL 83177 HERMOSILLO SONORA ,RURAL
1483,DF3,DL08,HERMOSILLO,1444,B1,AVENIDA CONSTELACION ACUARIO SIN NUMERO COLONIA LAURA ALICIA FRIAS 83118 HERMOSILLO SONORA ,RURAL
1484,DF3,DL08,HERMOSILLO,1444,C1,AVENIDA CONSTELACION ACUARIO SIN NUMERO COLONIA LAURA ALICIA FRIAS 83118 HERMOSILLO SONORA ,RURAL
1485,DF3,DL08,HERMOSILLO,1444,C2,AVENIDA CONSTELACION ACUARIO SIN NUMERO COLONIA LAURA ALICIA FRIAS 83118 HERMOSILLO SONORA ,RURAL
1486,DF3,DL08,HERMOSILLO,1445,B1,CALLE CONSTELACION CASIOPEA SIN NUMERO COLONIA LAURA ALICIA FRIAS 83118 HERMOSILLO SONORA ,URBANA
1487,DF3,DL08,HERMOSILLO,1446,B1,CALLE CONSTELACION CYGNUS SIN NUMERO COLONIA LAURA ALICIA FRIAS 83118 HERMOSILLO SONORA ,URBANA
1488,DF3,DL08,HERMOSILLO,1447,B1,AVENIDA CONSTELACION SAGITARIO 151 COLONIA LAURA ALICIA FRIAS 83118 HERMOSILLO SONORA  ,URBANA
1489,DF3,DL08,HERMOSILLO,1448,B1,AVENIDA ALTAR 20  FRACCIONAMIENTO PRADERAS DEL REAL 83118 HERMOSILLO SONORA ,URBANA
1490,DF3,DL08,HERMOSILLO,1449,B1,CABORCA 43 COLONIA JORGE VALDEZ MUNOZ 83118 HERMOSILLO SONORA ,URBANA
1491,DF3,DL08,HERMOSILLO,1450,B1,CALLE HERMOSILLO PONIENTE SIN NUMERO COLONIA JORGE VALDEZ MU,URBANA
1492,DF3,DL08,HERMOSILLO,1451,B1,CIRCUITO ENCINAR ORIENTE 17 FRACCIONAMIENTO LOS GIRASOLES 83284 HERMOSILLO SONORA ,URBANA
1493,DF3,DL08,HERMOSILLO,1452,B1,CALZADA DE LA CAMPINA 28 FRACCIONAMIENTO LA CAMPINA 83177 HERMOSILLO SONORA,URBANA
1494,DF3,DL08,HERMOSILLO,1453,B1,AVENIDA GUSTAVO F AGUILAR 58  LUIS DONALDO COLOSIO 83177 HERMOSILLO SONORA ,URBANA
1495,DF3,DL08,HERMOSILLO,1454,B1,SANTA TERESA DE JESUS 5 COLONIA LUIS DONALDO COLOSIO 83177 HERMOSILLO SONORA,URBANA
1496,DF3,DL08,HERMOSILLO,1455,B1,CALLE GALILEA SIN NUMERO COLONIA LUIS DONALDO COLOSIO 83177 HERMOSILLO SONORA ,URBANA
1497,DF3,DL08,HERMOSILLO,1456,B1,CERRADA SANTA IRENE SIN NUMERO FRACCIONAMIENTO SANTA MARTHA 83177 HERMOSILLO SONORA ,URBANA
1498,DF3,DL08,HERMOSILLO,1456,C1,CERRADA SANTA IRENE SIN NUMERO FRACCIONAMIENTO SANTA MARTHA 83177 HERMOSILLO SONORA ,URBANA
1499,DF3,DL08,HERMOSILLO,1457,B1,CALLE JOSE MARIA LEYVA C SIN NUMERO COLONIA LA ANTORCHA CAMPESINA 83177 HERMOSILLO SONORA ,URBANA
1500,DF3,DL08,HERMOSILLO,1457,C1,CALLE JOSE MARIA LEYVA C SIN NUMERO COLONIA LA ANTORCHA CAMPESINA 83177 HERMOSILLO SONORA ,URBANA
1501,DF3,DL08,HERMOSILLO,1458,B1,SAN CRISTOBAL 31 COLONIA UNION DE LADRILLEROS 83179 HERMOSILLO SONORA ,URBANA
1502,DF3,DL08,HERMOSILLO,1459,B1,PALMA DEL DESIERTO 1B FRACCIONAMIENTO PALMA DORADA 83177 HERMOSILLO SONORA ,URBANA
1503,DF3,DL08,HERMOSILLO,1460,B1,CERRADA PALMA CARIBENA SIN NUMERO FRACCIONAMIENTO PALMA DORADA 83177 HERMOSILLO SONORA,URBANA
1504,DF3,DL08,HERMOSILLO,1461,B1,AVENIDA SAN JUDAS TADEO 24 FRACCIONAMIENTO SAN FRANCISCO 83177 HERMOSILLO SONORA ,URBANA
1505,DF3,DL08,HERMOSILLO,1462,B1,CALLE ALEJANDRINA SIN NUMERO FRACCIONAMIENTO SAN FRANCISCO 83177 HERMOSILLO SONORA ,URBANA
1506,DF3,DL08,HERMOSILLO,1463,B1,AVENIDA SAN HIRAM 90 FRACCIONAMIENTO SAN BOSCO 83117  HERMOSILLO SONORA ,URBANA
1507,DF3,DL08,HERMOSILLO,1464,B1,SAN FRANCISCO 128 FRACCIONAMIENTO SAN BOSCO 83117 HERMOSILLO SONORA ,URBANA
1508,DF3,DL08,HERMOSILLO,1465,B1,AVENIDA SAN HIRAM 194 FRACCIONAMIENTO SAN BOSCO 83118 HERMOSILLO SONORA ,URBANA
1509,DF3,DL08,HERMOSILLO,1466,B1,AVENIDA PASEO DE LOS BASTOS 10 FRACCIONAMIENTO PUERTA REAL 83118 HERMOSILLO SONORA ,URBANA
1510,DF3,DL08,HERMOSILLO,1467,B1,CERRADA GALIA SIN NUMERO FRACCIONAMIENTO PUERTA REAL 83177 HERMOSILLO SONORA ,URBANA
1511,DF3,DL08,HERMOSILLO,1468,B1,CERRADA ALCUZA 17 FRACCIONAMINETO PUERTA REAL 83177 HERMOSILLO SONORA ,URBANA
1512,DF3,DL08,HERMOSILLO,1469,B1,CALLE BABILONIA SIN NUMERO FRACCIONAMIENTO BENEI 83177 HERMOSILLO SONORA ,URBANA
1513,DF3,DL08,HERMOSILLO,1470,B1,CERRADA REBEDES 6 FRACCIONAMIENTO PUERTA REAL 83177 HERMOSILLO SONORA ,URBANA
1514,DF3,DL08,HERMOSILLO,1471,B1,PERCHEL 2 FRACCIONAMIENTO PUERTA REAL 83177 HERMOSILLO SONORA ,URBANA
1515,DF3,DL08,HERMOSILLO,1472,B1,AVENIDA SAN ROBERTO SIN NUMERO FRACCIONAMIENTO SAN BOSCO 83177 HERMOSILLO SONORA,URBANA
1516,DF3,DL08,HERMOSILLO,1473,B1,SAN OLAVO 1466A FRACCIONAMIENTO SAN BOSCO 83177 HERMOSILLO SONORA ,URBANA
1517,DF3,DL08,HERMOSILLO,1474,B1,CALLE JUDURIA 5 FRACCIONAMIENTO PUERTA REAL 83177 HERMOSILLO SONORA ,URBANA
1518,DF3,DL08,HERMOSILLO,1475,B1,CERRADA CASTANEDA 4 FRACCIONAMIENTO PUERTA REAL 83177 HERMOSILLO SONORA,URBANA
1519,DF3,DL08,HERMOSILLO,1476,B1,CERRADA BABIERA 2 FRACCIONAMIENTO PUERTA REAL 83177 HERMOSILLO SONORA ,URBANA
1520,DF3,DL08,HERMOSILLO,1477,B1,CERRADA TRAJANO 1 FRACCIONAMIENTO PUERTA REAL 83177 HERMOSILLO SONORA ,URBANA
1521,DF3,DL08,HERMOSILLO,1478,B1,PALERMO OESTE 44 FRACCIONAMIENTO PUERTA REAL SEGUNDA ETAPA 83177 HERMOSILLO SONORA ,URBANA
1522,DF3,DL11,HERMOSILLO,1479,B1,CALLE EL CHANATE SIN NUMERO FRACCIONAMIENTO PUERTA REAL 83177 HERMOSILLO SONORA ,URBANA
1523,DF3,DL11,HERMOSILLO,1479,C1,CALLE EL CHANATE SIN NUMERO FRACCIONAMIENTO PUERTA REAL 83177 HERMOSILLO SONORA ,URBANA
1524,DF3,DL08,HERMOSILLO,1480,B1,CERRADA FEUDALES 4  FRACCIONAMIENTO PUERTA REAL 83177 HERMOSILLO SONORA ,URBANA
1525,DF3,DL11,HERMOSILLO,1481,B1,CERRADA MONARCAS 24 FRACCIONAMIENTO PUERTA REAL 83177 HERMOSILLO SONORA ,URBANA
1526,DF3,DL08,HERMOSILLO,1482,B1,CERRADA CARABELA 16 FRACCIONAMIENTO PUERTA REAL TERCERA ETAPA 83117 HERMOSILLO SONORA ,URBANA
1527,DF3,DL11,HERMOSILLO,1483,B1,CERRADA AIZPURO ORIENTE 2 FRACCIONAMIENTO PUERTA REAL 83177 HERMOSILLO SONORA ,URBANA
1528,DF3,DL11,HERMOSILLO,1484,B1,CALLE VILLA SANTA ISABEL 38 FRACCIONAMIENTO VILLA MERCEDES 83175 HERMOSILLO SONORA ,URBANA
1529,DF3,DL11,HERMOSILLO,1485,B1,CERRADA REVERTE 6 FRACCIONAMIENTO PUERTA REAL 83117 HERMOSILLO SONORA ,URBANA
1530,DF3,DL11,HERMOSILLO,1486,B1,AVENIDA SAN SEBASTIAN 19  VILLA MERCEDES 83175 HERMOSILLO SONORA ,URBANA
1531,DF3,DL11,HERMOSILLO,1487,B1,CERRADA ALGABA 21 FRACCIONAMIENTO PUERTA REAL 83177 HERMOSILLO SONORA ,URBANA
1532,DF3,DL11,HERMOSILLO,1488,B1,VENTOLERA 18 FRACCIONAMIENTO LA CHOLLA 83177 HERMOSILLO SONORA ,URBANA
1533,DF3,DL11,HERMOSILLO,1489,B1,PERIMETRAL NORTE SIN NUMERO FRACCIONAMIENTO EL ESPLENDOR RESIDENCIAL 83175 HERMOSILLO SONORA ,URBANA
1534,DF3,DL11,HERMOSILLO,1490,B1,AVENIDA YUSTE 5B FRACCIONAMIENTO LA CHOLLA 83175 HERMOSILLO SONORA ,URBANA
1535,DF3,DL11,HERMOSILLO,1491,B1,CALLE VERGEL 2 FRACCIONAMIENTO LA CHOLLA 83177 HERMOSILLO SONORA ,URBANA
1536,DF3,DL11,HERMOSILLO,1492,B1,BOULEVARD PERIMETRAL SIN NUMERO RESIDENCIAL ESPLENDOR III 83175 HERMOSILLO ,URBANA
1537,DF3,DL11,HERMOSILLO,1493,B1,CALLE PENA LARA SIN NUMERO FRACCIONAMIENTO LA CHOLLA 83177 HERMOSILLO SONORA ,URBANA
1538,DF3,DL11,HERMOSILLO,1494,B1,AVENIDA TEHUAN 127 FRACCIONAMIENTO LA CHOLLA 83175 HERMOSILLO SONORA ,URBANA
1539,DF3,DL11,HERMOSILLO,1495,B1,ARROYO LAGUNA 12 FRACCIONAMIENTO LAS HUERTITAS 83175 HERMOSILLO SONORA ,URBANA
1540,DF3,DL11,HERMOSILLO,1496,B1,AVENIDA TORDO 207A  FRACCIONAMIENTO LA CHOLLA 83175 HERMOSILLO ,URBANA
1541,DF3,DL11,HERMOSILLO,1497,B1,BOULEVARD PERIMETRAL NORTE SIN NUMERO FRACCIONAMIENTO LOS ARROYOS 83175 HERMOSILLO SONORA ,URBANA
1542,DF3,DL11,HERMOSILLO,1498,B1,AGUSTIN DEL CAMPO SIN NUMERO FRACCIONAMIENTO CASA BONITA RESIDENCIAL 83175 HERMOSILLO SONORA ,URBANA
1543,DF3,DL11,HERMOSILLO,1499,B1,AVENIDA TORMES 348 FRACCIONAMIENTO LA CHOLLA  83177 HERMOSILLO SONORA ,URBANA
1544,DF3,DL11,HERMOSILLO,1500,B1,AGUSTIN GOMEZ DEL CAMPO SIN NUMERO FRACCIONAMIENTO RIO DE PLATA 83175 HERMOSILLO SONORA ,URBANA
1545,DF3,DL11,HERMOSILLO,1501,B1,ARROYO PALOS BLANCOS FRACCIONAMIENTO LOS ARROYOS 83175 HERMOSILLO SONORA ,URBANA
1546,DF3,DL11,HERMOSILLO,1501,C1,ARROYO PALOS BLANCOS FRACCIONAMIENTO LOS ARROYOS 83175 HERMOSILLO SONORA ,URBANA
1547,DF3,DL11,HERMOSILLO,1502,B1,AGUSTIN GOMEZ DEL CAMPO FRACCIONAMIENTO CASA BONITA HERMOSILLO 83175,URBANA
1548,DF3,DL11,HERMOSILLO,1503,B1,AVENIDA JOSE MARIA MENDOZA SIN NUMERO FRACCIONAMIENTO CASA BONITA 83175 HERMOSILLO SONORA ,URBANA
1549,DF3,DL11,HERMOSILLO,1504,B1,BOULEVARD EL CONQUISTADOR SIN NUMERO RESIDENCIAL EL CONQUISTADOR 83126 HERMOSILLO SONORA ,URBANA
1550,DF3,DL09,HERMOSILLO,1505,B1,BOULEVARD GARCIA MORALES SIN NUMERO COLONIA QUINTA EMILIA 83224 HERMOSILLO SONORA ,RURAL
1551,DF3,DL09,HERMOSILLO,1506,B1,CALLE LLANO DORADO 9 COLONIA  EL LLANO 83210 HERMOSILLO SONORA ,RURAL
1552,DF3,DL09,HERMOSILLO,1507,B1,CALLE MAZARINO SIN NUMERO SIENA RESIDENCIAL 83224 HERMOSILLO SONORA ,URBANA
1553,DF3,DL09,HERMOSILLO,1508,B1,BOULEVARD NAVARRETE FINAL SIN NUMERO COLONIA EL LLANO 83210 HERMOSILLO SONORA ,URBANA
1554,DF3,DL11,HERMOSILLO,1509,B1,BOULEVARD LUIS DONALDO COLOSIO FINAL PONIENTE 872 COLONIA PASEO DE LAS MISIONES 83010 HERMOSILLO SONORA ,URBANA
1555,DF3,DL11,HERMOSILLO,1509,C1,BOULEVARD LUIS DONALDO COLOSIO FINAL PONIENTE 872 COLONIA PASEO DE LAS MISIONES 83010 HERMOSILLO SONORA ,URBANA
1556,DF3,DL09,HERMOSILLO,1510,B1,BOULEVARD SALVATIERRA SIN NUMERO FRACCIONAMIENTO SALVATIERRA 83224 HERMOSILLO SONORA ,URBANA
1557,DF3,DL09,HERMOSILLO,1510,C1,BOULEVARD SALVATIERRA SIN NUMERO FRACCIONAMIENTO SALVATIERRA 83224 HERMOSILLO SONORA ,URBANA
1558,DF3,DL09,HERMOSILLO,1511,B1,BOULEVARD PASEO DE PARRAS FINAL SIN NUMERO FRACCIONAMIENTO VILLAS DE PARRAS 83224 HERMOSILLO SONORA ,URBANA
1559,DF3,DL06,HERMOSILLO,1512,B1,BOULEVARD LUIS DONALDO COLOSIO SIN NUMERO FRACCIONAMIENTO VERSALLES 83224 HERMOSILLO SONORA ,URBANA
1560,DF3,DL11,HERMOSILLO,1513,B1,CALLE RETORNO BREGA  SIN NUMERO CORCELES RESIDENCIAL SECCION ARDENES 83240 HERMOSILLO SONORA ,URBANA
1561,DF3,DL11,HERMOSILLO,1513,C1,CALLE RETORNO BREGA  SIN NUMERO CORCELES RESIDENCIAL SECCION ARDENES 83240 HERMOSILLO SONORA ,URBANA
1562,DF3,DL11,HERMOSILLO,1514,B1,BOULEVARD DE LOS CORCELES SIN NUMERO FRACCIONAMIENTO CORCELES 83240 HERMOSILLO SONORA ,URBANA
1563,DF3,DL11,HERMOSILLO,1514,C1,BOULEVARD DE LOS CORCELES SIN NUMERO FRACCIONAMIENTO CORCELES 83240 HERMOSILLO SONORA ,URBANA
1564,DF4,DL18,ACONCHI,1,B1,"CALLE OBREGON Y JESUS GARCIA,NUMERO 115,COLONIA CENTRO,84920,ACONCHI,SONORA",RURAL
1565,DF4,DL18,ACONCHI,1,C1,"CALLE OBREGON Y JESUS GARCIA,NUMERO 115,COLONIA CENTRO,84920,ACONCHI,SONORA",RURAL
